,JPM
2008-10-13,0.3299999999999983
2008-10-14,-1.2000000000000028
2008-10-15,-2.0799999999999983
2008-10-16,1.8699999999999974
2008-10-17,-1.0899999999999963
2008-10-20,1.25
2008-10-21,-0.8599999999999994
2008-10-22,-2.4100000000000037
2008-10-23,0.6400000000000006
2008-10-24,-2.269999999999996
2008-10-27,-1.3400000000000034
2008-10-28,3.3699999999999974
2008-10-29,-1.769999999999996
2008-10-30,1.7899999999999991
2008-10-31,3.3999999999999986
2008-11-03,-0.4799999999999969
2008-11-04,1.3500000000000014
2008-11-05,-2.770000000000003
2008-11-06,-0.8999999999999986
2008-11-07,-0.480000000000004
2008-11-10,-1.25
2008-11-11,-0.05999999999999517
2008-11-12,-1.6700000000000017
2008-11-13,2.460000000000001
2008-11-14,-2.5500000000000043
2008-11-17,-1.5899999999999963
2008-11-18,-0.5899999999999999
2008-11-19,-3.4400000000000013
2008-11-20,-4.77
2008-11-21,-0.620000000000001
2008-11-24,4.550000000000001
2008-11-25,2.0599999999999987
2008-11-26,0.7900000000000027
2008-11-28,0.9800000000000004
2008-12-01,-5.190000000000001
2008-12-02,2.25
2008-12-03,1.620000000000001
2008-12-04,0.7699999999999996
2008-12-05,2.129999999999999
2008-12-08,2.9399999999999977
2008-12-09,-2.3699999999999974
2008-12-10,-0.41000000000000014
2008-12-11,-3.3500000000000014
2008-12-12,0.9299999999999997
2008-12-15,-2.16
2008-12-16,3.4800000000000004
2008-12-17,-0.4599999999999973
2008-12-18,-1.5400000000000027
2008-12-19,0.10000000000000142
2008-12-22,-0.46999999999999886
2008-12-23,-0.6600000000000001
2008-12-24,0.6899999999999977
2008-12-26,-0.04999999999999716
2008-12-29,-0.010000000000001563
2008-12-30,1.1499999999999986
2008-12-31,0.490000000000002
2009-01-02,0.18999999999999773
2009-01-05,-2.0
2009-01-06,0.6000000000000014
2009-01-07,-1.6999999999999993
2009-01-08,-0.8200000000000003
2009-01-09,-1.1900000000000013
2009-01-12,-1.0
2009-01-13,1.3599999999999994
2009-01-14,-0.41000000000000014
2009-01-15,-1.4899999999999984
2009-01-16,-1.4499999999999993
2009-01-20,-4.48
2009-01-21,4.300000000000001
2009-01-22,0.4499999999999993
2009-01-23,1.120000000000001
2009-01-26,0.2099999999999973
2009-01-27,0.5300000000000011
2009-01-28,2.469999999999999
2009-01-29,-2.1199999999999974
2009-01-30,0.0799999999999983
2009-02-02,-0.3000000000000007
2009-02-03,-1.0899999999999999
2009-02-04,-0.00999999999999801
2009-02-05,0.4800000000000004
2009-02-06,2.9299999999999997
2009-02-09,-0.33000000000000185
2009-02-10,-2.5299999999999976
2009-02-11,1.3999999999999986
2009-02-12,0.08999999999999986
2009-02-13,-1.4199999999999982
2009-02-17,-2.8900000000000006
2009-02-18,-0.13000000000000256
2009-02-19,-0.8599999999999994
2009-02-20,-0.6600000000000001
2009-02-23,-0.36999999999999744
2009-02-24,1.4299999999999997
2009-02-25,0.6699999999999982
2009-02-26,1.25
2009-02-27,-0.18999999999999773
2009-03-02,-1.6000000000000014
2009-03-03,-0.14000000000000057
2009-03-04,-1.620000000000001
2009-03-05,-2.5599999999999987
2009-03-06,-0.6400000000000006
2009-03-09,-0.02999999999999936
2009-03-10,3.42
2009-03-11,0.8500000000000014
2009-03-12,2.66
2009-03-13,0.5199999999999996
2009-03-16,-0.6300000000000026
2009-03-17,1.9500000000000028
2009-03-18,1.8599999999999994
2009-03-19,-2.039999999999999
2009-03-20,-1.7100000000000009
2009-03-23,5.41
2009-03-24,-2.330000000000002
2009-03-25,2.0500000000000007
2009-03-26,0.5100000000000016
2009-03-27,-1.610000000000003
2009-03-30,-2.419999999999998
2009-03-31,1.6400000000000006
2009-04-01,1.4800000000000004
2009-04-02,0.07000000000000028
2009-04-03,1.0599999999999987
2009-04-06,-1.0199999999999996
2009-04-07,-0.9100000000000001
2009-04-08,0.16999999999999815
2009-04-09,5.060000000000002
2009-04-13,0.9000000000000021
2009-04-14,-2.8500000000000014
2009-04-15,1.7699999999999996
2009-04-16,0.639999999999997
2009-04-17,0.020000000000003126
2009-04-20,-3.3900000000000006
2009-04-21,2.6999999999999993
2009-04-22,-0.6000000000000014
2009-04-23,1.25
2009-04-24,0.16000000000000014
2009-04-27,-0.5700000000000003
2009-04-28,0.010000000000001563
2009-04-29,1.5999999999999979
2009-04-30,-1.3999999999999986
2009-05-01,-0.48999999999999844
2009-05-04,3.139999999999997
2009-05-05,-0.9199999999999946
2009-05-06,2.279999999999994
2009-05-07,-1.8900000000000006
2009-05-08,3.520000000000003
2009-05-11,-2.950000000000003
2009-05-12,-0.44999999999999574
2009-05-13,-1.25
2009-05-14,1.4200000000000017
2009-05-15,-0.6000000000000014
2009-05-18,2.229999999999997
2009-05-19,-1.3699999999999974
2009-05-20,-1.2000000000000028
2009-05-21,0.3299999999999983
2009-05-22,-0.45999999999999375
2009-05-26,2.019999999999996
2009-05-27,-1.7899999999999991
2009-05-28,1.8900000000000006
2009-05-29,0.240000000000002
2009-06-01,-0.75
2009-06-02,-1.5300000000000011
2009-06-03,-0.490000000000002
2009-06-04,1.3000000000000043
2009-06-05,-0.7600000000000051
2009-06-08,0.8000000000000043
2009-06-09,-0.13000000000000256
2009-06-10,-0.3999999999999986
2009-06-11,0.10000000000000142
2009-06-12,0.17999999999999972
2009-06-15,-1.0700000000000003
2009-06-16,-0.480000000000004
2009-06-17,-0.7299999999999969
2009-06-18,1.3699999999999974
2009-06-19,0.7899999999999991
2009-06-22,-2.0299999999999976
2009-06-23,0.6699999999999982
2009-06-24,-0.10999999999999943
2009-06-25,0.6499999999999986
2009-06-26,0.28999999999999915
2009-06-29,0.15000000000000568
2009-06-30,-0.47000000000000597
2009-07-01,-0.27999999999999403
2009-07-02,-1.4200000000000017
2009-07-06,0.3099999999999987
2009-07-07,0.1999999999999993
2009-07-08,-0.08999999999999986
2009-07-09,0.8599999999999994
2009-07-10,-1.2199999999999989
2009-07-13,2.2600000000000016
2009-07-14,-0.00999999999999801
2009-07-15,1.4799999999999969
2009-07-16,-0.11999999999999744
2009-07-17,0.7199999999999989
2009-07-20,0.0899999999999963
2009-07-21,-0.03999999999999915
2009-07-22,-0.10000000000000142
2009-07-23,1.25
2009-07-24,-0.21999999999999886
2009-07-27,0.20000000000000284
2009-07-28,-0.03999999999999915
2009-07-29,-0.30000000000000426
2009-07-30,0.6700000000000017
2009-07-31,0.1700000000000017
2009-08-03,0.8999999999999986
2009-08-04,0.5799999999999983
2009-08-05,1.5
2009-08-06,-0.9799999999999969
2009-08-07,1.5300000000000011
2009-08-10,0.30999999999999517
2009-08-11,-1.3799999999999955
2009-08-12,0.9299999999999997
2009-08-13,0.6499999999999986
2009-08-14,-0.4299999999999997
2009-08-17,-1.6300000000000026
2009-08-18,0.9200000000000017
2009-08-19,-0.28000000000000114
2009-08-20,0.9699999999999989
2009-08-21,1.1799999999999997
2009-08-24,-0.6199999999999974
2009-08-25,0.5399999999999991
2009-08-26,-0.269999999999996
2009-08-27,0.14999999999999858
2009-08-28,-0.509999999999998
2009-08-31,0.519999999999996
2009-09-01,-1.7100000000000009
2009-09-02,-0.769999999999996
2009-09-03,1.1899999999999977
2009-09-04,0.21999999999999886
2009-09-08,0.18999999999999773
2009-09-09,0.30000000000000426
2009-09-10,0.1599999999999966
2009-09-11,-0.5
2009-09-14,1.1900000000000048
2009-09-15,-0.5300000000000011
2009-09-16,1.3900000000000006
2009-09-17,0.28999999999999915
2009-09-18,-0.00999999999999801
2009-09-21,-0.38000000000000256
2009-09-22,1.8299999999999983
2009-09-23,-1.3399999999999963
2009-09-24,-0.6600000000000037
2009-09-25,-0.6799999999999997
2009-09-28,1.1000000000000014
2009-09-29,0.07000000000000028
2009-09-30,-1.009999999999998
2009-10-01,-2.3300000000000054
2009-10-02,0.5100000000000051
2009-10-05,1.8499999999999943
2009-10-06,1.0600000000000023
2009-10-07,0.75
2009-10-08,-0.38000000000000256
2009-10-09,0.5200000000000031
2009-10-12,0.21999999999999886
2009-10-13,-0.3999999999999986
2009-10-14,1.4299999999999997
2009-10-15,0.0
2009-10-16,-1.0499999999999972
2009-10-19,-0.07000000000000028
2009-10-20,0.03999999999999915
2009-10-21,-1.3100000000000023
2009-10-22,1.009999999999998
2009-10-23,-0.45999999999999375
2009-10-26,-1.3400000000000034
2009-10-27,0.07000000000000028
2009-10-28,-1.1600000000000037
2009-10-29,1.5900000000000034
2009-10-30,-2.450000000000003
2009-11-02,0.7700000000000031
2009-11-03,0.10999999999999943
2009-11-04,-0.46999999999999886
2009-11-05,1.5899999999999963
2009-11-06,-0.37999999999999545
2009-11-09,0.8299999999999983
2009-11-10,-0.1700000000000017
2009-11-11,0.14999999999999858
2009-11-12,-0.9799999999999969
2009-11-13,-0.38000000000000256
2009-11-16,0.14000000000000057
2009-11-17,0.10999999999999943
2009-11-18,0.21000000000000085
2009-11-19,-0.7899999999999991
2009-11-20,-0.0899999999999963
2009-11-23,0.779999999999994
2009-11-24,-0.759999999999998
2009-11-25,-0.29999999999999716
2009-11-27,-0.7899999999999991
2009-11-30,1.0999999999999943
2009-12-01,-0.259999999999998
2009-12-02,-0.269999999999996
2009-12-03,-0.5100000000000051
2009-12-04,0.3300000000000054
2009-12-07,-0.47000000000000597
2009-12-08,-0.03999999999999915
2009-12-09,-0.01999999999999602
2009-12-10,0.0799999999999983
2009-12-11,-0.29999999999999716
2009-12-14,0.779999999999994
2009-12-15,-0.8699999999999974
2009-12-16,0.4799999999999969
2009-12-17,-1.0399999999999991
2009-12-18,0.6400000000000006
2009-12-21,0.9100000000000037
2009-12-22,0.03999999999999915
2009-12-23,-0.35999999999999943
2009-12-24,0.30999999999999517
2009-12-28,-0.1599999999999966
2009-12-29,-0.21999999999999886
2009-12-30,0.03999999999999915
2009-12-31,0.13000000000000256
